youtube_channel,title,tags,timestamps,link
Lex Fridman,"Jared Kushner: Israel, Palestine, Hamas, Gaza, Iran, and the Middle East | Lex Fridman Podcast #399","['agi', 'ai', 'ai podcast', 'artificial intelligence', 'artificial intelligence podcast', 'jared kushner', 'lex ai', 'lex fridman', 'lex jre', 'lex mit', 'lex podcast', 'mit ai']","{'0:00 ': '- Introduction', '1:17 ': '- Hamas attack on Israel', '4:10 ': '- Response to attack', '0:28 ': '- History of Hamas', '3:09 ': '- Iran', '4:55 ': '- Al-Aqsa Mosque', '1:20 ': '- Abraham Accords', '0:14 ': '- Trump vs Biden on Middle East', '9:15 ': '- Israeli-Saudi Normalization', '3:26 ': '- How the Israel-Gaza war ends', '7:44 ': '- Benjamin Netanyahu', '1:21 ': '- Palestinian support', '4:01 ': '- Trump 2024', '7:30 ': '- Human nature', '1:04:28 ': '- Geopolitics and negotiation', '1:13:10 ': '- North Korea', '1:21:50 ': '- Personalities of leaders', '1:28:25 ': '- Government bureaucracy', '1:34:11 ': '- Accusations of collusion with Russia', '1:43:50 ': '- Ivanka', '1:49:45 ': '- Father', '1:58:28 ': '- Money and power', '2:07:11 ': '- Trust and betrayal', '2:16:12 ': '- Mohammed bin Salman', '2:38:31 ': '- Israeli–Palestinian peace process', '2:53:01 ': '- Abraham Accords and Arab-Israeli normalization', '2:59:15 ': '- $2 billion Saudi investment', '3:03:07 ': '- Donald Trump', '3:08:13 ': '- War in Ukraine', '3:13:29 ': '- Vladimir Putin', '3:20:48 ': '- China', '3:39:04 ': '- Learning process', '3:45:34 ': '- Hope for the future'}",https://www.youtube.com/watch?v=co_MeKSnyAo&t=24s&ab_channel=LexFridman
